Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
0.0772,Wed Oct 03 23:50:00 +0000 2018,0.0,0.942,0.058,82,@NPR
0.25,Wed Oct 03 23:47:20 +0000 2018,0.0,0.905,0.095,83,@NPR
-0.3506,Wed Oct 03 23:47:09 +0000 2018,0.14,0.86,0.0,84,@NPR
0.0,Wed Oct 03 23:45:31 +0000 2018,0.0,1.0,0.0,85,@NPR
0.2023,Wed Oct 03 23:44:15 +0000 2018,0.084,0.752,0.164,86,@NPR
0.0,Wed Oct 03 23:42:38 +0000 2018,0.0,1.0,0.0,87,@NPR
0.0,Wed Oct 03 23:36:58 +0000 2018,0.0,1.0,0.0,88,@NPR
0.0,Wed Oct 03 23:28:57 +0000 2018,0.0,1.0,0.0,89,@NPR
-0.3182,Wed Oct 03 23:26:18 +0000 2018,0.119,0.881,0.0,90,@NPR
0.0,Wed Oct 03 23:20:00 +0000 2018,0.0,1.0,0.0,91,@NPR
-0.875,Wed Oct 03 23:01:00 +0000 2018,0.429,0.496,0.074,92,@NPR
0.1779,Wed Oct 03 23:00:02 +0000 2018,0.0,0.841,0.159,93,@NPR
0.0,Wed Oct 03 22:40:00 +0000 2018,0.0,1.0,0.0,94,@NPR
-0.4588,Wed Oct 03 22:35:23 +0000 2018,0.115,0.885,0.0,95,@NPR
0.4767,Wed Oct 03 22:35:04 +0000 2018,0.0,0.807,0.193,96,@NPR
0.0,Wed Oct 03 22:17:13 +0000 2018,0.0,1.0,0.0,97,@NPR
-0.296,Wed Oct 03 22:17:00 +0000 2018,0.121,0.879,0.0,98,@NPR
-0.4215,Wed Oct 03 22:01:00 +0000 2018,0.141,0.859,0.0,99,@NPR
